prices,market_caps,total_volumes,timestamps,date
13434.79608698749,248979095611.2635,23272318835.185352,1604386978637,2020-11-03 07:02:58.637
13434.918932879908,248982205206.19107,23392115731.70965,1604390615007,2020-11-03 08:03:35.007
13521.986875628432,250327630507.0569,23109147526.329193,1604394132241,2020-11-03 09:02:12.241
13559.359436395824,251510454780.33334,22505023773.39896,1604398065412,2020-11-03 10:07:45.412
13524.984052177388,251660298005.1539,21918000412.323322,1604401610811,2020-11-03 11:06:50.811
13524.520147809919,250592192325.77158,21559729374.480885,1604405074292,2020-11-03 12:04:34.292
13495.679123367934,250111453463.71558,20661518740.54075,1604409190200,2020-11-03 13:13:10.200
13681.917031813704,253544897823.30713,21340172769.072052,1604412144701,2020-11-03 14:02:24.701
13748.170616608393,254791408994.94913,21443684139.555508,1604416511293,2020-11-03 15:15:11.293
13685.023605432882,253621923562.3048,21359706913.22037,1604419970409,2020-11-03 16:12:50.409
13723.79544737327,254000887633.69302,21251384454.129185,1604423114276,2020-11-03 17:05:14.276
13742.567775355596,254588595036.17136,21387838213.177937,1604426982212,2020-11-03 18:09:42.212
13734.885998364378,254830574797.39594,21403937083.48603,1604430534407,2020-11-03 19:08:54.407
13714.37099191501,254344376965.03113,21281121319.69138,1604434651923,2020-11-03 20:17:31.923
13728.92018253811,254822511512.9482,21183348068.411407,1604437318072,2020-11-03 21:01:58.072
13733.585216585243,254524960560.11597,21058378077.518597,1604440969934,2020-11-03 22:02:49.934
13847.02717407428,256216876269.0579,21508365632.143948,1604444729200,2020-11-03 23:05:29.200
13973.977815480002,258980778902.627,22539496533.457508,1604448837668,2020-11-04 00:13:57.668
13884.851540351858,257329508700.71353,22737172298.084812,1604451732738,2020-11-04 01:02:12.738
13822.338818954528,256303473655.9848,23126952544.775913,1604455743082,2020-11-04 02:09:03.082
13766.98895864278,254898342748.67792,23011795847.927654,1604459280285,2020-11-04 03:08:00.285
13898.757830103097,257656976057.01028,22950901289.321136,1604462913034,2020-11-04 04:08:33.034
13866.638613451241,257494739801.0459,22850015042.46228,1604466408701,2020-11-04 05:06:48.701
13777.543579607389,255343858193.05008,22759726430.17931,1604469802125,2020-11-04 06:03:22.125
13784.468121531578,255540622057.30963,22601470390.4225,1604473319292,2020-11-04 07:01:59.292
13588.251443397034,251466903702.04547,22597211511.60062,1604477290416,2020-11-04 08:08:10.416
13654.58907107279,252942456976.03403,22835036238.027534,1604480522843,2020-11-04 09:02:02.843
13677.375672059774,253489642018.11975,22851534369.363136,1604484202264,2020-11-04 10:03:22.264
13695.643491480052,253578526636.80817,23358947304.968025,1604488017597,2020-11-04 11:06:57.597
13719.316465803682,254456791047.5124,23281539923.772953,1604491327093,2020-11-04 12:02:07.093
13805.319338241608,255678882163.69928,23499888686.860752,1604495301901,2020-11-04 13:08:21.901
13833.028704745831,256488983739.01523,23267213098.78079,1604498972933,2020-11-04 14:09:32.933
13878.429414231727,257218647234.5466,23162735957.10444,1604502726187,2020-11-04 15:12:06.187
13901.261807142035,257575696626.81903,23276044931.428192,1604506192959,2020-11-04 16:09:52.959
14035.146266638236,259812157338.42276,24288546495.3154,1604509804922,2020-11-04 17:10:04.922
14091.975376875213,261076467842.51376,25783156058.89592,1604513762718,2020-11-04 18:16:02.718
14090.521360765957,261027688188.6925,26002718407.379963,1604516851368,2020-11-04 19:07:31.368
14122.045525435173,261736395977.27106,26211109083.788017,1604520740643,2020-11-04 20:12:20.643
14002.048498864433,259513084748.89792,26330739337.843197,1604523761408,2020-11-04 21:02:41.408
14028.414527792685,260002536659.208,26502533684.09578,1604527942151,2020-11-04 22:12:22.151
14120.620631909402,261826503013.76498,26550481363.24647,1604531294280,2020-11-04 23:08:14.280
14170.702322717092,262968329388.04117,25742220167.315926,1604535263708,2020-11-05 00:14:23.708
14095.42888460193,261245820676.9518,25540935754.78987,1604538229298,2020-11-05 01:03:49.298
14126.31277365006,262047747884.41797,25142995141.61819,1604542200596,2020-11-05 02:10:00.596
14251.209346325817,263824820886.59683,25375604761.044765,1604545747598,2020-11-05 03:09:07.598
14256.080833545719,265487216267.52112,25409086604.857693,1604549628358,2020-11-05 04:13:48.358
14279.270013730675,264479284082.03885,24516365367.483135,1604552881206,2020-11-05 05:08:01.206
14313.521779560537,265095123483.78534,25768143953.825375,1604556580256,2020-11-05 06:09:40.256
14329.846865165522,265585922891.21252,25977577700.201817,1604560019635,2020-11-05 07:06:59.635
14498.865727000797,268727138980.43164,26366772411.236004,1604563845118,2020-11-05 08:10:45.118
14400.70971561382,266908326943.8465,26611470816.70463,1604566818598,2020-11-05 09:00:18.598
14462.437325316185,268097489361.45236,26798348088.161694,1604570973556,2020-11-05 10:09:33.556
14608.150553324826,270967233355.3378,27541525913.377758,1604575024530,2020-11-05 11:17:04.530
14721.343687238814,272965298455.5542,28421596280.588264,1604577862859,2020-11-05 12:04:22.859
14838.0844993885,275017397115.1551,29714112410.274952,1604582003361,2020-11-05 13:13:23.361
14824.176363038747,274760075449.14346,30610674672.18357,1604585056825,2020-11-05 14:04:16.825
14902.174766202943,276206966084.77246,31192031908.40376,1604588481199,2020-11-05 15:01:21.199
15101.484359961083,276986657204.4604,32209003189.908543,1604592100564,2020-11-05 16:01:40.564
15154.150242308204,281002808209.09033,32810773282.099464,1604595976557,2020-11-05 17:06:16.557
14978.508788892594,277622915774.92694,32298748037.450787,1604600084007,2020-11-05 18:14:44.007
14961.321146725184,277304900693.147,32550231839.347736,1604603656679,2020-11-05 19:14:16.679
15081.497273139286,279532716636.1494,33178296710.139698,1604606698389,2020-11-05 20:04:58.389
15086.99307213203,279635047934.0549,33139571055.71036,1604610276848,2020-11-05 21:04:36.848
15237.233871106499,282420788924.3783,33669300722.505493,1604613759809,2020-11-05 22:02:39.809
15511.856786700057,285913410099.25464,34885079799.07308,1604617218386,2020-11-05 23:00:18.386
15570.112494553072,289200125129.0666,36437038792.78466,1604621196189,2020-11-06 00:06:36.189
15855.288072538533,293877764424.50165,38562590713.51918,1604625287929,2020-11-06 01:14:47.929
15788.124552333302,293536865039.59174,39366527198.68553,1604629106741,2020-11-06 02:18:26.741
15588.466263388535,290488247908.57007,39198636859.977776,1604631736927,2020-11-06 03:02:16.927
15465.080504901242,286600561738.1091,39621789461.97126,1604636176769,2020-11-06 04:16:16.769
15534.694779977372,288193388096.4365,40109129032.298836,1604639440119,2020-11-06 05:10:40.119
15639.01197811413,290391238524.23285,40782246795.76719,1604642498975,2020-11-06 06:01:38.975
15680.219882361736,290888734017.81714,40873853316.68637,1604646539340,2020-11-06 07:08:59.340
15691.994878420634,290954045246.8038,40071810485.95533,1604650688080,2020-11-06 08:18:08.080
15464.008174504732,287276758161.96686,39702599012.54899,1604654014183,2020-11-06 09:13:34.183
15413.862066605101,286149548826.98206,40286179300.25982,1604656999809,2020-11-06 10:03:19.809
15562.065768545319,288358146924.9454,40661027842.864075,1604661595199,2020-11-06 11:19:55.199
15447.441067352014,286325364216.4962,40110919357.50653,1604664957199,2020-11-06 12:15:57.199
15463.351287914833,286438465324.4367,39790398432.055504,1604667885891,2020-11-06 13:04:45.891
15622.697278331421,289574692874.8794,39477069507.10658,1604672217158,2020-11-06 14:16:57.158
15502.15475144923,286535721910.31104,39491558859.73921,1604675329397,2020-11-06 15:08:49.397
15479.268659900294,286797508926.95557,38467309867.35574,1604679534796,2020-11-06 16:18:54.796
15498.554613642784,287229198171.80945,37695160406.94268,1604682591566,2020-11-06 17:09:51.566
15482.856091360203,286843758649.7664,36803556596.79675,1604686357961,2020-11-06 18:12:37.961
15501.735895649432,287335913584.38654,36294858706.88444,1604690197537,2020-11-06 19:16:37.537
15430.096758220287,286008307975.50446,35622577968.93535,1604693690661,2020-11-06 20:14:50.661
15499.503960372693,286967446492.68427,36364555294.15692,1604697430588,2020-11-06 21:17:10.588
15513.856272131403,287752250893.9495,36250060846.534325,1604701190376,2020-11-06 22:19:50.376
15619.662967441423,289673730845.2281,35557862411.73303,1604704762669,2020-11-06 23:19:22.669
15583.677357753122,288365365189.45465,34288770550.723473,1604707785268,2020-11-07 00:09:45.268
15622.2576810456,288985699185.5859,33670962655.352512,1604711020042,2020-11-07 01:03:40.042
15679.761909590095,291621736997.1656,33129021130.862854,1604714657085,2020-11-07 02:04:17.085
15575.583411418433,289209224000.74,31262735219.062702,1604719101922,2020-11-07 03:18:21.922
15558.411440043159,288011450497.01697,30584951514.078888,1604722180545,2020-11-07 04:09:40.545
15462.948978719385,287506864194.4424,30150898169.295086,1604725782720,2020-11-07 05:09:42.720
15545.66739043024,288157397788.81696,30587567752.94067,1604729206524,2020-11-07 06:06:46.524
15488.06606969502,287572972170.33295,29965455973.142586,1604733618125,2020-11-07 07:20:18.125
15439.571608325541,286183638589.6658,29889997199.38681,1604736214334,2020-11-07 08:03:34.334
15503.138168645297,287370230916.2095,29623529260.757412,1604739878309,2020-11-07 09:04:38.309
15446.381312826976,286604878091.16437,28349622806.579597,1604744364292,2020-11-07 10:19:24.292
15524.97443765887,288055028420.4199,27902718043.37113,1604747973407,2020-11-07 11:19:33.407
15514.334359793767,287459658456.31226,27347831190.972996,1604751434740,2020-11-07 12:17:14.740
15478.951867190519,287189403224.6126,26665913154.471527,1604755014370,2020-11-07 13:16:54.370
15460.826702439657,286681250289.97687,26172680556.441494,1604758636615,2020-11-07 14:17:16.615
15328.291600918175,284133153169.66864,25936848832.542686,1604761960889,2020-11-07 15:12:40.889
15338.822612268312,284713554832.21265,25963270445.96706,1604765788652,2020-11-07 16:16:28.652
15354.299959592016,284616900488.4724,26655518876.35491,1604769322221,2020-11-07 17:15:22.221
15252.849370765516,282736623518.6551,26679361076.034267,1604772266552,2020-11-07 18:04:26.552
14958.901289024872,277634924039.2518,27704888505.452034,1604776653992,2020-11-07 19:17:33.992
14630.212277718992,272426147444.61554,28644240559.26727,1604780018481,2020-11-07 20:13:38.481
14923.408000260773,274815286692.5154,30327592711.46625,1604782888379,2020-11-07 21:01:28.379
14812.40354968825,274630173584.05722,30392780943.83941,1604786749184,2020-11-07 22:05:49.184
14926.198181935624,275418153447.9021,30606277735.467373,1604791194544,2020-11-07 23:19:54.544
14749.8798490541,274097307515.97314,30167312963.51375,1604794800450,2020-11-08 00:20:00.450
14918.017885879199,276533701322.62897,30378490743.743435,1604797695228,2020-11-08 01:08:15.228
15100.111976409453,279910201902.4469,30392076656.277485,1604801557936,2020-11-08 02:12:37.936
15011.847275906155,278269480652.83203,29972209269.17356,1604805259215,2020-11-08 03:14:19.215
14971.765811239196,277516313065.2638,29877698791.60788,1604808579622,2020-11-08 04:09:39.622
15023.244405314981,278486527540.8332,29677128491.066463,1604812298475,2020-11-08 05:11:38.475
15032.680708806662,278626333233.0107,29641252294.134983,1604816342547,2020-11-08 06:19:02.547
15004.09139982811,278615241108.8314,29539670011.350777,1604819693141,2020-11-08 07:14:53.141
14946.215117405769,276746572610.08215,29469152347.62296,1604822526496,2020-11-08 08:02:06.496
15007.33598278825,278193703440.75867,29272336776.110386,1604826788087,2020-11-08 09:13:08.087
